"date","segment","units","net_sales_eur"
2023-08-31,"Cable Protection",18679,119324.89
2023-08-31,"Chassis NVH",9274,216689.24
2023-08-31,"Hoses & Bellows",12172,179710.15
2023-08-31,"Other Automotive",9905,90026.82
2023-08-31,"Powertrain Mounts",4160,243700.08
2023-08-31,"Sealing",61018,196090.23
2023-09-01,"Cable Protection",20860,134761.39
2023-09-01,"Chassis NVH",9584,231904.95
2023-09-01,"Hoses & Bellows",14772,223666.41
2023-09-01,"Other Automotive",11116,98421.93
2023-09-01,"Powertrain Mounts",4435,259482.54
2023-09-01,"Sealing",78434,250664.24
2023-09-02,"Cable Protection",4038,26523.72
2023-09-02,"Chassis NVH",3081,73788.77
2023-09-02,"Hoses & Bellows",4439,66414.99
2023-09-02,"Other Automotive",2644,23505.26
2023-09-02,"Powertrain Mounts",1374,78102.48
2023-09-02,"Sealing",16872,53022.88
2023-09-03,"Cable Protection",2106,13436.22
2023-09-03,"Chassis NVH",2465,58547.33
2023-09-03,"Hoses & Bellows",3361,50873.08
2023-09-03,"Other Automotive",1773,16079.83
2023-09-03,"Powertrain Mounts",947,54198.7
2023-09-03,"Sealing",10389,32615.97
2023-09-04,"Cable Protection",21370,136345.41
2023-09-04,"Chassis NVH",9862,239725.13
2023-09-04,"Hoses & Bellows",14595,220562.32
2023-09-04,"Other Automotive",11458,100727.72
2023-09-04,"Powertrain Mounts",4568,263875.36
2023-09-04,"Sealing",75422,242241.04
2023-09-05,"Cable Protection",21933,146947.89
2023-09-05,"Chassis NVH",10810,263209.58
2023-09-05,"Hoses & Bellows",14784,223514.22
2023-09-05,"Other Automotive",12850,115570.29
2023-09-05,"Powertrain Mounts",5282,311895.06
2023-09-05,"Sealing",89874,289637.27
2023-09-06,"Cable Protection",22605,148388.98
2023-09-06,"Chassis NVH",10558,254895.66
2023-09-06,"Hoses & Bellows",15491,237167.58
2023-09-06,"Other Automotive",12446,107753.49
2023-09-06,"Powertrain Mounts",5016,296271.67
2023-09-06,"Sealing",89624,290505.32
2023-09-07,"Cable Protection",23048,148638.71
2023-09-07,"Chassis NVH",9982,232625.67
2023-09-07,"Hoses & Bellows",14941,223886.77
2023-09-07,"Other Automotive",11748,103546.37
2023-09-07,"Powertrain Mounts",4808,280841.64
2023-09-07,"Sealing",87974,284923.87
2023-09-08,"Cable Protection",20124,132786.77
2023-09-08,"Chassis NVH",8603,209606.14
2023-09-08,"Hoses & Bellows",13991,214955.36
2023-09-08,"Other Automotive",11414,103565.78
2023-09-08,"Powertrain Mounts",4625,265091.74
2023-09-08,"Sealing",80701,258677.67
2023-09-09,"Cable Protection",3624,23773.21
2023-09-09,"Chassis NVH",2860,66394.9
2023-09-09,"Hoses & Bellows",4563,68173.43
2023-09-09,"Other Automotive",2763,24333.77
2023-09-09,"Powertrain Mounts",1375,79959.06
2023-09-09,"Sealing",18093,55488.31
2023-09-10,"Cable Protection",1834,11997.74
2023-09-10,"Chassis NVH",2207,53957.01
2023-09-10,"Hoses & Bellows",3447,51879.51
2023-09-10,"Other Automotive",1773,16141.21
2023-09-10,"Powertrain Mounts",973,55818.99
2023-09-10,"Sealing",10721,34176.86
2023-09-11,"Cable Protection",21461,142290.32
2023-09-11,"Chassis NVH",9484,227467.94
2023-09-11,"Hoses & Bellows",14382,209460.21
2023-09-11,"Other Automotive",10758,98582.03
2023-09-11,"Powertrain Mounts",4941,284160.21
2023-09-11,"Sealing",83622,262468.05
2023-09-12,"Cable Protection",23100,147867.09
2023-09-12,"Chassis NVH",10339,244110.62
2023-09-12,"Hoses & Bellows",14780,224396.88
2023-09-12,"Other Automotive",10654,92166.45
2023-09-12,"Powertrain Mounts",4927,292058.11
2023-09-12,"Sealing",84981,279271.32
2023-09-13,"Cable Protection",22656,145382.08
2023-09-13,"Chassis NVH",10583,245415.99
2023-09-13,"Hoses & Bellows",15540,232932.08
2023-09-13,"Other Automotive",10190,94053.57
2023-09-13,"Powertrain Mounts",4903,273171.78
2023-09-13,"Sealing",85325,274385.63
2023-09-14,"Cable Protection",22954,148769.08
2023-09-14,"Chassis NVH",11170,274303.22
2023-09-14,"Hoses & Bellows",15228,227913.5
2023-09-14,"Other Automotive",10568,97678.26
2023-09-14,"Powertrain Mounts",4862,279364.66
2023-09-14,"Sealing",82489,260529.64
2023-09-15,"Cable Protection",20428,130839.07
2023-09-15,"Chassis NVH",9712,238651.94
2023-09-15,"Hoses & Bellows",12788,192969.24
2023-09-15,"Other Automotive",9367,82855.82
2023-09-15,"Powertrain Mounts",4311,246271.22
2023-09-15,"Sealing",78137,252341.42
2023-09-16,"Cable Protection",3949,25447.03
2023-09-16,"Chassis NVH",3148,74772.98
2023-09-16,"Hoses & Bellows",4047,61177.92
2023-09-16,"Other Automotive",2469,21434.89
2023-09-16,"Powertrain Mounts",1279,73204.95
2023-09-16,"Sealing",18428,57429.91
2023-09-17,"Cable Protection",1992,12859.75
2023-09-17,"Chassis NVH",2336,54815.96
2023-09-17,"Hoses & Bellows",3570,53459.25
2023-09-17,"Other Automotive",1642,14937.13
2023-09-17,"Powertrain Mounts",987,55121.09
2023-09-17,"Sealing",11006,35702.76
2023-09-18,"Cable Protection",21383,138618.92
2023-09-18,"Chassis NVH",10487,245738.68
2023-09-18,"Hoses & Bellows",14761,223937.45
2023-09-18,"Other Automotive",11169,100076.34
2023-09-18,"Powertrain Mounts",4768,276370.49
2023-09-18,"Sealing",79196,255913.64
2023-09-19,"Cable Protection",22034,137249.69
2023-09-19,"Chassis NVH",10407,242100.69
2023-09-19,"Hoses & Bellows",16152,237519.86
2023-09-19,"Other Automotive",12335,109696.53
2023-09-19,"Powertrain Mounts",5225,300600.46
2023-09-19,"Sealing",83447,261272.88
2023-09-20,"Cable Protection",23073,151254.79
2023-09-20,"Chassis NVH",10441,251665.48
2023-09-20,"Hoses & Bellows",15546,233499.25
2023-09-20,"Other Automotive",12930,116223.75
2023-09-20,"Powertrain Mounts",5358,322415.2
2023-09-20,"Sealing",84428,269047.39
2023-09-21,"Cable Protection",23032,147101.21
2023-09-21,"Chassis NVH",10623,256166.07
2023-09-21,"Hoses & Bellows",14522,215319.69
2023-09-21,"Other Automotive",12807,111888.93
2023-09-21,"Powertrain Mounts",5761,336164.04
2023-09-21,"Sealing",82251,263929.3
2023-09-22,"Cable Protection",20742,140039.85
2023-09-22,"Chassis NVH",9849,229096.96
2023-09-22,"Hoses & Bellows",12675,189842.18
2023-09-22,"Other Automotive",11127,99279.2
2023-09-22,"Powertrain Mounts",4717,275068.32
2023-09-22,"Sealing",75917,235028.03
2023-09-23,"Cable Protection",3970,26667.96
2023-09-23,"Chassis NVH",3150,75500.11
2023-09-23,"Hoses & Bellows",4309,65360.33
2023-09-23,"Other Automotive",2692,24660.73
2023-09-23,"Powertrain Mounts",1265,74146.47
2023-09-23,"Sealing",16738,55038.02
2023-09-24,"Cable Protection",2229,14581.06
2023-09-24,"Chassis NVH",2444,58301.99
2023-09-24,"Hoses & Bellows",2959,44351.83
2023-09-24,"Other Automotive",1767,15589.84
2023-09-24,"Powertrain Mounts",985,58486.77
2023-09-24,"Sealing",10721,35337.02
2023-09-25,"Cable Protection",22327,145096.32
2023-09-25,"Chassis NVH",10332,250067.79
2023-09-25,"Hoses & Bellows",13039,193742.47
2023-09-25,"Other Automotive",11828,108382.99
2023-09-25,"Powertrain Mounts",4851,286858.4
2023-09-25,"Sealing",77636,246725.72
2023-09-26,"Cable Protection",23454,148425.1
2023-09-26,"Chassis NVH",10495,252684.09
2023-09-26,"Hoses & Bellows",14570,225707.6
2023-09-26,"Other Automotive",12108,111137.33
2023-09-26,"Powertrain Mounts",4902,277477.55
2023-09-26,"Sealing",79278,251150.94
2023-09-27,"Cable Protection",24027,159649.28
2023-09-27,"Chassis NVH",10738,254411.04
2023-09-27,"Hoses & Bellows",14458,223129.95
2023-09-27,"Other Automotive",12594,114588.8
2023-09-27,"Powertrain Mounts",4811,289635.86
2023-09-27,"Sealing",81759,261177.44
2023-09-28,"Cable Protection",23391,150961.27
2023-09-28,"Chassis NVH",10767,260246.35
2023-09-28,"Hoses & Bellows",13889,209969.22
2023-09-28,"Other Automotive",11728,105222.84
2023-09-28,"Powertrain Mounts",4802,271187.27
2023-09-28,"Sealing",79797,261270.8
2023-09-29,"Cable Protection",20920,133271.99
2023-09-29,"Chassis NVH",9601,233221.24
2023-09-29,"Hoses & Bellows",13577,206470.94
2023-09-29,"Other Automotive",10723,95844.12
2023-09-29,"Powertrain Mounts",4385,260754.98
2023-09-29,"Sealing",74180,234959.81
2023-09-30,"Cable Protection",3795,25002.45
2023-09-30,"Chassis NVH",2912,67179.26
2023-09-30,"Hoses & Bellows",4263,64247.9
2023-09-30,"Other Automotive",2541,22362.65
2023-09-30,"Powertrain Mounts",1256,71620.15
2023-09-30,"Sealing",16058,50897.34
2023-10-01,"Cable Protection",2010,13378.08
2023-10-01,"Chassis NVH",2414,57839.9
2023-10-01,"Hoses & Bellows",3540,52884.57
2023-10-01,"Other Automotive",1731,15489.51
2023-10-01,"Powertrain Mounts",1015,58458.16
2023-10-01,"Sealing",9315,29619.44
2023-10-02,"Cable Protection",16536,109878.85
2023-10-02,"Chassis NVH",8628,209884.75
2023-10-02,"Hoses & Bellows",11869,176789.75
2023-10-02,"Other Automotive",9106,83360.22
2023-10-02,"Powertrain Mounts",3964,233037.96
2023-10-02,"Sealing",62605,210642.13
2023-10-03,"Cable Protection",20078,127907.3
2023-10-03,"Chassis NVH",10130,234034.51
2023-10-03,"Hoses & Bellows",14067,211793.88
2023-10-03,"Other Automotive",11324,100871.53
2023-10-03,"Powertrain Mounts",4929,284171.08
2023-10-03,"Sealing",73387,230338.1
2023-10-04,"Cable Protection",20495,131850.65
2023-10-04,"Chassis NVH",9979,235150.93
2023-10-04,"Hoses & Bellows",13083,195730.07
2023-10-04,"Other Automotive",10460,97235
2023-10-04,"Powertrain Mounts",4485,267357.59
2023-10-04,"Sealing",70162,225440.71
2023-10-05,"Cable Protection",20337,134582.12
2023-10-05,"Chassis NVH",10340,246185.9
2023-10-05,"Hoses & Bellows",13273,199248.11
2023-10-05,"Other Automotive",10689,100032.77
2023-10-05,"Powertrain Mounts",4574,267589.36
2023-10-05,"Sealing",73134,233254.44
2023-10-06,"Cable Protection",18023,114405.88
2023-10-06,"Chassis NVH",9907,235981.99
2023-10-06,"Hoses & Bellows",11617,173650.6
2023-10-06,"Other Automotive",9439,86424.41
2023-10-06,"Powertrain Mounts",3879,229808.37
2023-10-06,"Sealing",62309,201176.28
2023-10-07,"Cable Protection",3586,23011.28
2023-10-07,"Chassis NVH",3248,78661.17
2023-10-07,"Hoses & Bellows",4284,62938.42
2023-10-07,"Other Automotive",2443,21745.18
2023-10-07,"Powertrain Mounts",1240,72130.17
2023-10-07,"Sealing",14471,45731.35
2023-10-08,"Cable Protection",1865,12136.62
2023-10-08,"Chassis NVH",2344,56944.41
2023-10-08,"Hoses & Bellows",3535,53608.44
2023-10-08,"Other Automotive",1724,15485.25
2023-10-08,"Powertrain Mounts",891,52615.57
2023-10-08,"Sealing",9668,30966.36
2023-10-09,"Cable Protection",17988,118349.75
2023-10-09,"Chassis NVH",9993,234009.37
2023-10-09,"Hoses & Bellows",13107,192975.41
2023-10-09,"Other Automotive",9844,87213.26
2023-10-09,"Powertrain Mounts",3559,209374.26
2023-10-09,"Sealing",67107,216044.38
2023-10-10,"Cable Protection",19176,126271.18
2023-10-10,"Chassis NVH",10738,252472.58
2023-10-10,"Hoses & Bellows",14283,219184.53
2023-10-10,"Other Automotive",10118,90199.61
2023-10-10,"Powertrain Mounts",3999,239351.23
2023-10-10,"Sealing",69264,226344.68
2023-10-11,"Cable Protection",18884,125470.04
2023-10-11,"Chassis NVH",9650,236267.4
2023-10-11,"Hoses & Bellows",13595,199864.87
2023-10-11,"Other Automotive",10329,92239.49
2023-10-11,"Powertrain Mounts",4168,237449.84
2023-10-11,"Sealing",67461,217588.87
2023-10-12,"Cable Protection",19171,129002.66
2023-10-12,"Chassis NVH",9390,222766.99
2023-10-12,"Hoses & Bellows",13202,201363.53
2023-10-12,"Other Automotive",10204,91855.23
2023-10-12,"Powertrain Mounts",3933,223852.28
2023-10-12,"Sealing",67648,213916.45
2023-10-13,"Cable Protection",17845,118001.53
2023-10-13,"Chassis NVH",8778,206310.15
2023-10-13,"Hoses & Bellows",12507,192113.34
2023-10-13,"Other Automotive",9044,79397.11
2023-10-13,"Powertrain Mounts",3978,229950
2023-10-13,"Sealing",62221,200402.99
2023-10-14,"Cable Protection",3547,23110
2023-10-14,"Chassis NVH",2949,71576.19
2023-10-14,"Hoses & Bellows",4077,61632.97
2023-10-14,"Other Automotive",2581,22792.59
2023-10-14,"Powertrain Mounts",1156,67534.01
2023-10-14,"Sealing",14033,43756.44
2023-10-15,"Cable Protection",1950,12835.66
2023-10-15,"Chassis NVH",2432,57667.38
2023-10-15,"Hoses & Bellows",3296,49226.13
2023-10-15,"Other Automotive",1855,16775.09
2023-10-15,"Powertrain Mounts",912,53891.23
2023-10-15,"Sealing",9938,31320.13
2023-10-16,"Cable Protection",17850,117980.93
2023-10-16,"Chassis NVH",10053,238999.83
2023-10-16,"Hoses & Bellows",12756,192163.69
2023-10-16,"Other Automotive",9641,85942.1
2023-10-16,"Powertrain Mounts",3931,227452.8
2023-10-16,"Sealing",69462,220582.79
2023-10-17,"Cable Protection",18479,121361.71
2023-10-17,"Chassis NVH",10355,257028.02
2023-10-17,"Hoses & Bellows",13796,210270.07
2023-10-17,"Other Automotive",9939,88616.47
2023-10-17,"Powertrain Mounts",4445,255447.15
2023-10-17,"Sealing",75437,238202.24
2023-10-18,"Cable Protection",19932,130174.89
2023-10-18,"Chassis NVH",10018,239332.94
2023-10-18,"Hoses & Bellows",14335,212799.8
2023-10-18,"Other Automotive",10152,87754.17
2023-10-18,"Powertrain Mounts",4660,274934.15
2023-10-18,"Sealing",74685,242274.75
2023-10-19,"Cable Protection",19352,132129.51
2023-10-19,"Chassis NVH",9674,236145.29
2023-10-19,"Hoses & Bellows",13457,201694.09
2023-10-19,"Other Automotive",11221,98746.46
2023-10-19,"Powertrain Mounts",4533,270537.28
2023-10-19,"Sealing",74737,242495.6
2023-10-20,"Cable Protection",17636,110846.02
2023-10-20,"Chassis NVH",8251,196262.54
2023-10-20,"Hoses & Bellows",11252,165005.77
2023-10-20,"Other Automotive",9949,91293.07
2023-10-20,"Powertrain Mounts",3996,231316.99
2023-10-20,"Sealing",66997,213982.61
2023-10-21,"Cable Protection",3353,21605.26
2023-10-21,"Chassis NVH",2794,68748.42
2023-10-21,"Hoses & Bellows",4258,64932.14
2023-10-21,"Other Automotive",2452,22240.15
2023-10-21,"Powertrain Mounts",1179,68493.78
2023-10-21,"Sealing",15149,47684.39
2023-10-22,"Cable Protection",1885,11866.72
2023-10-22,"Chassis NVH",2290,53701.08
2023-10-22,"Hoses & Bellows",3570,54587.6
2023-10-22,"Other Automotive",1783,16098.9
2023-10-22,"Powertrain Mounts",960,54832.67
2023-10-22,"Sealing",10398,33811.92
2023-10-23,"Cable Protection",17407,111061.34
2023-10-23,"Chassis NVH",8844,215073.07
2023-10-23,"Hoses & Bellows",13684,202752.67
2023-10-23,"Other Automotive",9770,87974.22
2023-10-23,"Powertrain Mounts",3993,237364.24
2023-10-23,"Sealing",69876,225803.54
2023-10-24,"Cable Protection",17749,115877.71
2023-10-24,"Chassis NVH",9627,236798.84
2023-10-24,"Hoses & Bellows",13312,202449.44
2023-10-24,"Other Automotive",10217,93193.14
2023-10-24,"Powertrain Mounts",4296,249786.57
2023-10-24,"Sealing",74141,236502.66
2023-10-25,"Cable Protection",17718,111634.45
2023-10-25,"Chassis NVH",9955,239101.15
2023-10-25,"Hoses & Bellows",13202,194783.35
2023-10-25,"Other Automotive",10411,94462.66
2023-10-25,"Powertrain Mounts",4249,243153.67
2023-10-25,"Sealing",75893,238736.98
2023-10-26,"Cable Protection",17503,116604.57
2023-10-26,"Chassis NVH",9873,240095.18
2023-10-26,"Hoses & Bellows",12911,194672.77
2023-10-26,"Other Automotive",10258,93007.04
2023-10-26,"Powertrain Mounts",4368,248846.89
2023-10-26,"Sealing",72592,232568.02
2023-10-27,"Cable Protection",16624,106853.33
2023-10-27,"Chassis NVH",8060,192648.53
2023-10-27,"Hoses & Bellows",12291,177128.12
2023-10-27,"Other Automotive",9666,89570.43
2023-10-27,"Powertrain Mounts",4100,235230.08
2023-10-27,"Sealing",63371,202876.67
2023-10-28,"Cable Protection",3253,20747.31
2023-10-28,"Chassis NVH",2665,64469.17
2023-10-28,"Hoses & Bellows",4322,66161.43
2023-10-28,"Other Automotive",2534,23203.11
2023-10-28,"Powertrain Mounts",1258,74443.18
2023-10-28,"Sealing",15349,48650.52
2023-10-29,"Cable Protection",1875,12466.64
2023-10-29,"Chassis NVH",2098,51795.24
2023-10-29,"Hoses & Bellows",3278,48339.08
2023-10-29,"Other Automotive",1751,15483.17
2023-10-29,"Powertrain Mounts",921,52690.45
2023-10-29,"Sealing",9788,31360.95
2023-10-30,"Cable Protection",16749,110536.88
2023-10-30,"Chassis NVH",8993,218126.81
2023-10-30,"Hoses & Bellows",13438,202642.56
2023-10-30,"Other Automotive",9371,85147.24
2023-10-30,"Powertrain Mounts",3874,221787.03
2023-10-30,"Sealing",62657,203375.93
2023-10-31,"Cable Protection",19540,128300.21
2023-10-31,"Chassis NVH",9550,229986.2
2023-10-31,"Hoses & Bellows",15463,228091.32
2023-10-31,"Other Automotive",9757,84941.83
2023-10-31,"Powertrain Mounts",4233,246324.95
2023-10-31,"Sealing",70568,224597.31
2023-11-01,"Cable Protection",23520,155874.03
2023-11-01,"Chassis NVH",11118,265916.47
2023-11-01,"Hoses & Bellows",16326,244345.07
2023-11-01,"Other Automotive",12521,110767.09
2023-11-01,"Powertrain Mounts",4911,289162.9
2023-11-01,"Sealing",88691,277274.45
2023-11-02,"Cable Protection",23114,144749.01
2023-11-02,"Chassis NVH",10920,257978.35
2023-11-02,"Hoses & Bellows",16142,248958.52
2023-11-02,"Other Automotive",12489,110795.76
2023-11-02,"Powertrain Mounts",4850,280605.37
2023-11-02,"Sealing",86956,271916.07
2023-11-03,"Cable Protection",22207,145499.74
2023-11-03,"Chassis NVH",9888,235756.2
2023-11-03,"Hoses & Bellows",14267,213959.54
2023-11-03,"Other Automotive",11351,101220.48
2023-11-03,"Powertrain Mounts",4288,250244.66
2023-11-03,"Sealing",80654,264549.4
2023-11-04,"Cable Protection",4260,27750.48
2023-11-04,"Chassis NVH",3247,76895.03
2023-11-04,"Hoses & Bellows",4436,65455.99
2023-11-04,"Other Automotive",3047,27335.9
2023-11-04,"Powertrain Mounts",1323,75690.05
2023-11-04,"Sealing",17584,56886.4
2023-11-05,"Cable Protection",2294,14918.46
2023-11-05,"Chassis NVH",2413,58120.66
2023-11-05,"Hoses & Bellows",3341,50128.78
2023-11-05,"Other Automotive",1982,18146.23
2023-11-05,"Powertrain Mounts",988,57623.78
2023-11-05,"Sealing",10901,35301.56
2023-11-06,"Cable Protection",23027,152733.2
2023-11-06,"Chassis NVH",10705,253346.22
2023-11-06,"Hoses & Bellows",14511,225259.29
2023-11-06,"Other Automotive",12920,119782.63
2023-11-06,"Powertrain Mounts",4743,281661.07
2023-11-06,"Sealing",84480,271716.63
2023-11-07,"Cable Protection",24831,158822.19
2023-11-07,"Chassis NVH",11396,275817.07
2023-11-07,"Hoses & Bellows",15200,222444.67
2023-11-07,"Other Automotive",12857,116130.07
2023-11-07,"Powertrain Mounts",5071,284649.42
2023-11-07,"Sealing",86344,280391.93
2023-11-08,"Cable Protection",25715,160384.48
2023-11-08,"Chassis NVH",11876,277537.49
2023-11-08,"Hoses & Bellows",16343,243150.49
2023-11-08,"Other Automotive",13037,118790.18
2023-11-08,"Powertrain Mounts",4932,280359.46
2023-11-08,"Sealing",88145,280912.39
2023-11-09,"Cable Protection",25982,173592.42
2023-11-09,"Chassis NVH",11591,280451.51
2023-11-09,"Hoses & Bellows",16259,245226.74
2023-11-09,"Other Automotive",13401,116964.31
2023-11-09,"Powertrain Mounts",4956,288933.37
2023-11-09,"Sealing",88421,280902.38
2023-11-10,"Cable Protection",22437,146809.27
2023-11-10,"Chassis NVH",10322,242226.71
2023-11-10,"Hoses & Bellows",14248,213927.03
2023-11-10,"Other Automotive",11216,100248.32
2023-11-10,"Powertrain Mounts",4705,268750.62
2023-11-10,"Sealing",79894,257090.58
2023-11-11,"Cable Protection",4253,27711.33
2023-11-11,"Chassis NVH",3116,75200.27
2023-11-11,"Hoses & Bellows",4475,67089.94
2023-11-11,"Other Automotive",2744,24990.44
2023-11-11,"Powertrain Mounts",1351,78428.23
2023-11-11,"Sealing",17172,53493.62
2023-11-12,"Cable Protection",2016,13073.98
2023-11-12,"Chassis NVH",2519,59579.38
2023-11-12,"Hoses & Bellows",3349,50217.46
2023-11-12,"Other Automotive",1837,16042.47
2023-11-12,"Powertrain Mounts",1047,60595.52
2023-11-12,"Sealing",10791,34992.06
